"Activity" "Subject No." "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()" "angle(tBodyAccMean,gravity)" "angle(tBodyAccJerkMean),gravityMean)" "angle(tBodyGyroMean,gravityMean)" "angle(tBodyGyroJerkMean,gravityMean)" "angle(X,gravityMean)" "angle(Y,gravityMean)" "angle(Z,gravityMean)"
"WALKING_DOWNSTAIRS" 8 0.283473684210526 -0.0210997368421053 -0.107613157894737 0.0241 0.343823684210526 0.133731578947368 0.914052631578947 -0.187631578947368 -0.141831394736842 -0.945789473684211 -0.941657894736842 -0.897105263157895 0.118852631578947 -0.0379907894736842 -0.0393926315789474 0.250122894736842 0.288018421052632 -0.0135210526315789 -0.121181578947368 -0.0500642105263158 0.114174684210526 -0.258425789473684 0.0243007894736842 -0.129539473684211 -0.0348892105263158 -0.0534663421052632 -0.0868768421052632 -0.267830526315789 -0.0704812105263158 -0.189698947368421 0.176572894736842 0.131339473684211 0.176572894736842 0.131339473684211 0.262633947368421 0.253398684210526 0.0993742105263158 -0.0466273684210526 -0.126131578947368 -0.157468421052632 0.136611052631579 0.388386842105263 0.159563684210526 -0.0260231578947368 0.232202631578947 0.0214642105263158 -0.200752631578947 0.0511531578947368 0.223044210526316 0.214836842105263 0.220623421052632 0.0585702631578947 0.172573684210526 0.273967105263158 -0.0846328947368421 -0.171025526315789 -0.337702631578947 -0.180348684210526 -0.130760526315789 0.116042105263158 0.0277577631578947 -0.302768421052632 -0.0460992105263158 -0.268234210526316 -0.17718 0.0716736842105263 -0.00513815789473684 0.301573684210526 -0.156107894736842 0.229077368421053 0.331518421052632 0.134805526315789 0.181341842105263 -0.000390789473684209 -0.255631578947368 0.267652368421053 -0.125190526315789 -0.263058947368421 0.242821052631579 -0.0144828947368421 -0.1195 0.265294736842105 -0.161797105263158 -0.734157894736842 0.213263157894737 0.123046736842105
"WALKING_UPSTAIRS" 8 0.258936585365854 -0.0282309756097561 -0.115160975609756 -0.171709756097561 0.348780487804878 0.121164634146341 0.860365853658537 -0.291292682926829 -0.192384390243902 -0.926682926829268 -0.931024390243902 -0.876219512195122 0.0813495853658537 0.0141390243902439 -0.0675341463414634 -0.186626829268293 -0.012339756097561 -0.4475 0.192812195121951 -0.204242195121951 -0.0724558536585366 -0.367409756097561 -0.0666519512195122 0.337539268292683 -0.155435609756098 -0.0278673170731707 -0.0534 -0.405048780487805 -0.424756097560976 -0.430317073170732 0.120992682926829 -0.227219512195122 0.120992682926829 -0.227219512195122 -0.141526829268293 -0.228217073170732 0.166426829268293 -0.10927756097561 -0.400658536585366 -0.493975609756098 -0.166456829268293 0.263458536585366 -0.0728724390243903 -0.175319512195122 0.305341463414634 0.133764390243902 -0.290180487804878 -0.100286585365854 -0.191885853658537 -0.200345609756098 -0.0257580487804878 -0.386743902439024 -0.247326829268293 -0.070129756097561 -0.508292682926829 -0.116017707317073 -0.343941463414634 -0.368707317073171 -0.24029756097561 -0.113182682926829 0.165934390243902 -0.409965853658537 -0.0478541463414634 0.263169024390244 -0.221007317073171 -0.184348536585366 -0.29624243902439 -0.130284390243902 -0.409365853658537 0.207115658536585 -0.131858536585366 -0.3792 0.274551219512195 -0.229643902439024 -0.183359268292683 -0.128121951219512 -0.463341463414634 -0.575731707317073 0.25169512195122 0.0767285365853659 -0.0979439024390244 -0.389243902439024 0.0663738536585366 -0.613975609756098 0.28590243902439 0.160691707317073
"LAYING" 9 0.2591955368 -0.020526821662 -0.10754972144 -0.94233309 -0.9162927764 -0.9407072854 -0.5802528348 -0.1191541962 0.9578730416 -0.9218210626 -0.9699944882 -0.9712046902 0.08807344764 0.011561732718 -0.0070536778584 -0.9647404702 -0.9639966798 -0.958562455 -0.013632036148 -0.15890291983 0.101275010682 -0.9422465098 -0.9266185314 -0.9615953704 -0.10384667982 -0.027552256948 -0.0569490475 -0.945329035 -0.9621702422 -0.9770761602 -0.9308684376 -0.91512680016 -0.9308684376 -0.91512680016 -0.9633745492 -0.9550268052 -0.9071250998 -0.8985578738 -0.964524819 -0.9528015598 -0.946865494 -0.9343665984 -0.9459190006 -0.9409810272 -0.9128367508 -0.9419711636 -0.4459627774628 -0.215336752654 0.17810728092 -0.964304065 -0.9640828062 -0.955909215 -0.9686013042 -0.966634136 -0.9597147176 -0.08503093738 -0.227093669698 -0.094374360132 -0.930297921 -0.9345796594 -0.9598150092 -0.9463891504 -0.9231319366 -0.965686312 -0.23069917904112 -0.321206958058 -0.055125413678 -0.9266042952 -0.921929738394 -0.085609052452 -0.9543205856 -0.9550947122 0.1670029826292 -0.9186053356 -0.9034005814 -0.20634356866 -0.9558062546 -0.9522904702 -0.016201378678 0.000991077232 -0.021817851338 0.052062224042 0.018204470058 0.6688739754 0.1707890725 -0.873649367
"SITTING" 9 0.24832674354 -0.02701677698 -0.07537846886 -0.9572277914 -0.875141405 -0.83200187268 0.9163245106 -0.0414258228938 0.085263099144 -0.9552804062 -0.94645197 -0.88585411242 0.077005006374 0.009817397262 -0.008674672651 -0.9645358564 -0.9567775448 -0.9618894376 -0.042328876778 -0.04142711812 0.0807919285908 -0.9590200492 -0.9191882264 -0.9301768338 -0.0930708106 -0.046663441472 -0.052841489994 -0.9645323452 -0.9719274472 -0.9687388914 -0.8933617176 -0.8637564342 -0.8933617176 -0.8637564342 -0.964383757 -0.9517802432 -0.9032355368 -0.9066063206 -0.9733641366 -0.9663610734 -0.959413594 -0.911683219 -0.8922013438 -0.956903459 -0.86761360746 -0.818001834824 -0.109383841734 -0.120093395898 -0.1317488734546 -0.9655962396 -0.9580073906 -0.9575269752 -0.9666604036 -0.9585229866 -0.9649413418 0.02039798558 -0.27190085077 -0.267665734806 -0.950315237 -0.9396930078 -0.940312313 -0.9618360162 -0.910583361 -0.9341874784 -0.128144114548 -0.359739581712 -0.17324215306 -0.8977181972 -0.8691725114 -0.08061344386 -0.9530504408 -0.9493949814 0.0974700202614 -0.9344377378 -0.9064712292 -0.19597005159 -0.9683155878 -0.9659970148 0.031534866288 0.0213074293 -0.031930473586 0.01983366452 -0.0944429619 -0.8064137502 0.1131528324 -0.041913115972
"STANDING" 9 0.282310057333333 -0.0200454954022222 -0.0952747481333333 -0.975741252444444 -0.938635759333333 -0.919295805777778 0.961323502222222 -0.010383816474 0.00914769235555555 -0.989103160444444 -0.972573867555556 -0.932245295111111 0.0760032053555556 0.0130699796066667 -0.004700785502 -0.969973398888889 -0.963849332888889 -0.970584264666667 -0.029183136346 -0.060810158296 0.0992409332222222 -0.921990612 -0.946046640444444 -0.939889737333333 -0.095897704 -0.0419199574333333 -0.0575743131488889 -0.949105691555556 -0.975036530444444 -0.969726483555556 -0.945167482444444 -0.936105010444444 -0.945167482444444 -0.936105010444444 -0.969524578888889 -0.963764177777778 -0.921030223111111 -0.908291403111111 -0.969824044222222 -0.965287050888889 -0.971662692 -0.944849431777778 -0.941686874222222 -0.977579248444444 -0.938790016888889 -0.913896832222222 -0.105711680368889 -0.00378721862222222 0.000165424148888888 -0.971313768666667 -0.962624298888889 -0.967129200444444 -0.971278823333333 -0.968234579555556 -0.972588748666667 -0.0235041479111111 -0.0981894026 -0.128067958244444 -0.916974437555556 -0.954514301555556 -0.941510336 -0.924738576444444 -0.941950576888889 -0.944942811777778 -0.222857823644444 -0.348959970422222 -0.16576126334 -0.946330171777778 -0.940265546444444 0.0235738706622222 -0.963242884 -0.963593159555556 0.200537688288889 -0.929769067777778 -0.910909659555556 -0.174953568622222 -0.967491628 -0.964770799111111 0.0243650848444444 0.0116017230222222 0.00486631672888889 0.0457096772222222 0.0328201066444444 -0.859607609333333 0.0909985561777778 0.0154296719333333
"WALKING" 9 0.278502842115385 -0.0180891971284423 -0.110820512307692 -0.238353562692308 -0.201696960826923 -0.0579636469030769 0.951867079615385 -0.0314341738730769 -0.115856121080385 -0.980971973653846 -0.971242423076923 -0.955523995576923 0.0704357270480769 0.0212255910017308 0.00414762740192308 -0.206733787961538 -0.276929933846154 -0.409764526153846 -0.0808360598653846 -0.0625598710615385 0.111629779896154 -0.476163506730769 -0.467054167884615 -0.265683521346154 -0.0809204094461538 -0.0356283427038462 -0.0633406620592308 -0.526985309038462 -0.549200228076923 -0.457881494038462 -0.0980840496143461 -0.37942877 -0.0980840496143461 -0.37942877 -0.203733615519231 -0.317113487115385 -0.294542266826923 -0.489725811538462 -0.510253995769231 -0.599866472692308 -0.294711163653846 -0.257677616153846 -0.250806259788462 -0.218019977423077 -0.223972558596154 -0.0337965256573077 -0.310727563365385 0.0213195015442308 0.0237831761442308 -0.314265401346154 -0.367706595 -0.399541245192308 -0.170228340134423 -0.228380473480769 -0.419104362884615 -0.378291493076923 -0.389047303846154 -0.366570477826923 -0.383676120961538 -0.436905860576923 -0.240222512134615 -0.507404512692308 -0.490990336346154 -0.342367223269231 -0.200624503730769 0.0164815831107692 -0.152103721057692 -0.318801022711538 -0.513891953269231 0.161672988528846 -0.316870715576923 -0.322337536730769 0.159239938555769 -0.513797480384615 -0.562714528653846 0.127416241121154 -0.602581618269231 -0.624351923653846 0.243222181771154 -0.0259657901346154 0.0623476589538462 0.121321075826923 -0.0265764240576923 -0.844514789230769 0.105281462134615 0.103849947479269
"WALKING_DOWNSTAIRS" 9 0.295923445 -0.0203994269075476 -0.0910278793952381 0.213392270547619 -0.208310705504762 -0.00771530035714285 0.938417773333333 -0.0352304645104762 -0.082276174942619 -0.952141220714286 -0.936306558809524 -0.876641297380952 0.130193043809524 -0.0206865965952381 0.00262568854761905 0.017623342197619 -0.3094424725 -0.359513362761905 -0.0916383011071429 -0.0712598843142857 0.116804400690476 -0.396429197952381 -0.340765233142857 -0.279685150191905 -0.094591202447619 -0.0597608334619048 -0.0678080598785714 -0.509669314047619 -0.448602451190476 -0.417239550952381 0.145886357935714 0.265120131365238 0.145886357935714 0.265120131365238 -0.16237608927619 0.039907818552381 -0.168921400633333 -0.322331464761905 -0.469028434047619 -0.455855425238095 0.103128506197619 -0.183120455428571 -0.103705822657857 0.250488758869048 -0.273561385142857 -0.0349494927142857 -0.440633905714286 0.0625058243738095 -0.0424266601952381 -0.0645354342404762 -0.313643041809524 -0.293677789595238 0.00938224337142857 -0.355981821428571 -0.425377408333333 -0.43402213 -0.232042826333571 -0.330318261928571 -0.325042890904762 -0.312512195452381 -0.250686586719048 -0.423558773952381 -0.364282565714286 -0.356561471714286 -0.165224231566667 -0.00351697116904762 -0.115191992546667 0.222203941 0.0888671674047619 -0.0498273898880952 0.00716877883571429 0.0705526138333333 -0.0824504599928571 -0.347540226666667 -0.424170737142857 0.0656782201880952 -0.463172053809524 -0.485158906904762 0.132021014566667 -0.112277655214286 -0.0921238957047619 0.201647894145714 -0.0711949931095238 -0.87432492047619 0.1080891515 0.0810164383095238
"WALKING_UPSTAIRS" 9 0.262436475714286 -0.0195101099975714 -0.125219003959184 -0.36144437755102 -0.302206203816327 -0.253434083542857 0.902647777755102 -0.0377947824285714 -0.266009866857143 -0.954383557142857 -0.901317321632653 -0.89407107877551 0.0692266245755102 0.00126612218367347 0.00766046602367347 -0.335291644693878 -0.586147012244898 -0.647296002040816 -0.16396719 -0.0412587909579592 0.14569462592449 -0.343976630734694 -0.400859067959184 -0.138176481058776 -0.0684689593355102 -0.0302797452408163 -0.0236327911183673 -0.660419534285714 -0.708604774693878 -0.65711420122449 -0.260727581428571 -0.400222037142857 -0.260727581428571 -0.400222037142857 -0.440667540204082 -0.445485397959184 -0.0833234490061224 -0.425839761428571 -0.672840561836735 -0.748651255510204 -0.342735952653061 -0.405022798163265 -0.384710423408163 -0.369815777346939 -0.297641062755102 -0.244081808302041 -0.341219678720408 -0.247086151469388 -0.215203992816327 -0.402044750408163 -0.608498592040816 -0.615125710612245 -0.327421989591837 -0.590112916530612 -0.677831082857143 -0.427211088244898 -0.52927597244898 -0.547022216326531 -0.313941631326531 -0.499159202857143 -0.327698671183673 -0.361626377102041 -0.352033091612245 -0.165554554220408 -0.284881768510204 -0.414946340204082 -0.507490866734694 -0.372890348979592 -0.509929461428571 -0.00195427494897959 -0.419533108571429 -0.484935752040816 0.0257597455510204 -0.531482693877551 -0.456841325204082 -0.259962957795918 -0.734159449387755 -0.787781590816326 0.136001150144898 0.129153963587755 0.00188403497959184 0.0931479457142857 0.00109297840408163 -0.704793909183673 0.109375558383673 0.212332932142857
"LAYING" 10 0.280230574137931 -0.024294484137931 -0.117168642362069 -0.968283685 -0.946454302068966 -0.95947148637931 -0.453069737586207 -0.139297681034483 -0.031121624137931 -0.954531941896552 -0.966701156034483 -0.963045642431035 0.073815064487931 0.015698997097069 0.00716689586275862 -0.978007466724138 -0.966930793448276 -0.976256662586207 -0.019555937162069 -0.0770325657265517 0.104720478344828 -0.961713199827586 -0.953660207586207 -0.971940597413793 -0.100308254413793 -0.0388797920413793 -0.0590744912758621 -0.965900578103448 -0.966621040344828 -0.983949302758621 -0.956781819655172 -0.940301654482759 -0.956781819655172 -0.940301654482759 -0.976234435172414 -0.967556980689655 -0.937590998793103 -0.927471165517241 -0.970830848965517 -0.959632931551724 -0.96918420862069 -0.954341849137931 -0.964300845172414 -0.96796803862069 -0.946229148258621 -0.959813667810345 -0.14052022862069 0.200554088396552 0.317328874567241 -0.979014668793104 -0.968039173793103 -0.972592212931034 -0.978904364137931 -0.968120692241379 -0.978582339137931 0.0485572099491379 0.0425942300482759 0.146112721943103 -0.953793912068965 -0.954670034482759 -0.969755777241379 -0.96454456637931 -0.953453496551724 -0.975298797068965 0.0707575751344828 0.0713125646482759 0.157620505460345 -0.950848109137931 -0.944304974655172 0.260388946262069 -0.968561121551724 -0.965377553448276 0.212826187810345 -0.937692642586207 -0.933701315344828 0.216535434472414 -0.960976821551724 -0.960772875517241 0.202624700274138 -0.0238729803927759 -0.0121815291103448 0.0199111335706897 0.0583224275034483 0.577222397758621 0.213834852672414 0.105926376896552
"SITTING" 10 0.270612056481481 -0.015042681852037 -0.104253238796296 -0.982901825925926 -0.917979529962963 -0.967826981666667 0.791887198148148 -0.041260775 0.20253457287037 -0.973128354074074 -0.935690006481481 -0.966898520555556 0.0775372505185185 0.00897875458703704 -0.00499566427666667 -0.988946414074074 -0.980756789814815 -0.988255803703704 -0.0432432176851852 -0.0679993598888889 0.0745958869444444 -0.988873097222222 -0.984373304814815 -0.960445962037037 -0.0931555026481481 -0.0411216540925926 -0.048941191502963 -0.992326657222222 -0.992584494814815 -0.990259813148148 -0.96075719962963 -0.939669591481481 -0.96075719962963 -0.939669591481481 -0.988054237592593 -0.985209856296296 -0.944202043703704 -0.963064577592593 -0.993707487592593 -0.991696196481481 -0.984943144259259 -0.9404502 -0.97464465462963 -0.982242427777778 -0.912838063018519 -0.966121042592593 -0.0826140728898148 0.0279319737981482 0.23364402002912 -0.989365013888889 -0.980962856111111 -0.986056767777778 -0.989550917407407 -0.982045591111111 -0.98911086 0.193449216333333 -0.0261859265331481 0.117530736503704 -0.986477363333333 -0.986179215555556 -0.96539546962963 -0.989712360740741 -0.983579646666667 -0.962418559814815 0.214105020574074 0.0677252285555556 -0.084443595962963 -0.955281010740741 -0.941511952777778 0.221566081296296 -0.985900801111111 -0.983266741481482 0.324762092796296 -0.974459732592593 -0.962459956111111 0.00581337385185185 -0.992191529259259 -0.991409100925926 0.344008502777778 -0.000753881064814814 0.0412403814888889 0.00358191413875926 -0.0539752572944444 -0.542518750925926 0.108799259925926 -0.121936849888889
"STANDING" 10 0.276650300681818 -0.0155418603409091 -0.107964083931818 -0.978403481818182 -0.919561843409091 -0.941271440454545 0.954008785454545 -0.0431597830454545 0.0346980210431818 -0.991259485 -0.975410724090909 -0.959579657727273 0.0809784390227273 0.0119007630575 -0.00485841031477273 -0.964311490454545 -0.941328663409091 -0.9764306 -0.0281854325604545 -0.0876820486363636 0.103251560681818 -0.929895057954545 -0.958861164090909 -0.953681099545455 -0.104753833181818 -0.0371593000727273 -0.0584162547045455 -0.950367548409091 -0.976445016590909 -0.969051030681818 -0.951988907954545 -0.937264537954545 -0.951988907954545 -0.937264537954545 -0.965163818409091 -0.952058214545455 -0.929787259772727 -0.920486810227273 -0.971637661590909 -0.964409410454545 -0.970099814318182 -0.923378745227273 -0.955272383863636 -0.982949246136364 -0.921860476590909 -0.938098683181818 0.159123629063636 -0.0126234259545455 0.0776098480747727 -0.963565166136364 -0.942187760454545 -0.972241512272727 -0.968612135909091 -0.944847393636364 -0.979428729090909 0.253301389636364 -0.187095243409091 0.00562873853409091 -0.924005912954545 -0.960323800909091 -0.950915730909091 -0.932273942727273 -0.958399857954545 -0.958901257272727 -0.281787222606818 -0.164082230704545 -0.0988874452431818 -0.9401101675 -0.945048242954545 0.0902454673818182 -0.951633690454545 -0.952105964545455 0.197319524797727 -0.937786743409091 -0.922961550454545 -0.226492596295455 -0.965614081363636 -0.965055815454545 0.0133897488363636 -0.0137904686068182 0.0303705889893182 0.03361076375 0.114195806227273 -0.817648123636364 0.112597078427273 -0.00256864090227273
"WALKING" 10 0.278574076603774 -0.017022351190566 -0.109057512132075 -0.178709734396226 -0.0227431651698113 -0.395645072075472 0.963092149811321 -0.0838277013962264 0.0549276242264151 -0.974435158113208 -0.971114719811321 -0.957862728301887 0.0857943809283019 0.00408248792641509 -0.0162953195396226 -0.0521991013207547 0.0750804952113207 -0.511662905849057 0.0106894976215094 -0.0819540783760943 0.0986695731160377 -0.414205475283019 -0.250853318679245 -0.174524868603774 -0.122709563462264 -0.0519204981037736 -0.0611262928849057 -0.366063723207547 -0.509683327924528 -0.329079492641509 -0.127400912069811 -0.185602396067925 -0.127400912069811 -0.185602396067925 -0.132624992298283 0.037608338009434 -0.156458730358491 -0.402025135660377 -0.440363636603774 -0.501027916603774 -0.114190001283019 0.0533911909886792 -0.41218272245283 -0.206366497226415 -0.129775706316981 -0.435304215660377 -0.26332591785283 0.243797496811321 0.25896796635283 -0.107941107467925 0.0309052018326415 -0.464020508867925 -0.0791518267107547 0.0484867672264151 -0.558512650188679 -0.260130638807547 -0.148445687402075 0.0557990906603774 -0.277913780754717 -0.345209034528302 -0.108530029881132 -0.458292932830189 -0.204392821584906 -0.273292866226415 -0.0933671419018868 -0.122109929924528 -0.129800372109434 -0.0930237422792453 -0.370471943962264 0.179599864783019 0.0205189516981132 0.0502087634986792 -0.0712853941698113 -0.412616909622642 -0.499759796981132 0.129100106828302 -0.515065335849057 -0.517675799056604 -0.000234019224528301 -0.0198411322830189 -0.0428316086415094 -0.125263284139623 0.0990779386943396 -0.858275735471698 0.141082256018868 -0.0165720954830189
"WALKING_DOWNSTAIRS" 10 0.290401594315789 -0.0200050770710526 -0.110848597247368 0.295733547631579 0.00407915363157895 -0.183557562032895 0.939807421052632 -0.0646160768947368 0.0418715409263158 -0.939267613157895 -0.937003823684211 -0.902085224736842 0.100959387447368 0.0107824902368421 0.000152617173684209 0.223275806105263 -0.105020355562895 -0.318188417289474 -0.124839594289474 -0.106742538831579 0.0724433685578947 -0.304745377026316 -0.311407525263158 -0.0353021837 -0.0643764005526316 -0.0489378053157895 -0.0720413112078947 -0.416986139210526 -0.471650977631579 -0.227137389605263 0.250843769394737 0.156998205421053 0.250843769394737 0.156998205421053 0.0507010228431579 0.110877231263158 -0.0238468037578947 -0.280382850552632 -0.401854311315789 -0.494105756315789 0.215665273157895 0.00904660360263158 -0.157728357742105 0.324957743157895 -0.0633337717526316 -0.268686170263158 -0.321679050052632 0.0667192523289474 0.257067314407895 0.181419131002632 -0.119504295573684 -0.240679035428947 0.156912678626316 -0.153355802565789 -0.396147929736842 -0.236779781631579 -0.297763023710526 0.0189821663447368 -0.214350280079211 -0.272495710342105 0.0391366814342105 -0.339514358157895 -0.343237004473684 -0.1503916379 -0.177215651634211 -0.00555958745263158 -0.0448928718421053 0.220115703368421 -0.0616742840815789 0.164428829157895 0.156978047052632 0.0380266696789474 0.125205953456842 -0.312347510289474 -0.387780104447368 0.0774362595943947 -0.484196484736842 -0.544988519210526 0.178773116957895 -0.0333449637368421 -0.03416183895 0.277642295578947 -0.0701917751421053 -0.877914983947368 0.128310641026316 -0.00811530789386842
"WALKING_UPSTAIRS" 10 0.267121853404255 -0.0143854920340426 -0.118180420834043 -0.161591924234043 -0.00555287692765957 -0.0738744931340426 0.931861027446809 -0.0565670278723404 0.0227527702016383 -0.959216072340425 -0.937039417446809 -0.864745838297872 0.0648829303510638 0.0266314282191489 -0.0513375831851064 -0.187220175510638 -0.177803083425532 -0.607520480212766 0.0733447168425532 -0.0954600216446809 0.0879664182957447 -0.308534708121277 0.0411724668680851 -0.320509332297872 -0.157212539189362 -0.0372348522521277 -0.036502173787234 -0.427291343617021 -0.60462905787234 -0.482244799361702 -0.0266623294757447 -0.211537480214383 -0.0266623294757447 -0.211537480214383 -0.262038042446809 -0.226010197889362 0.0438573846851064 -0.113062673542979 -0.523462968510638 -0.618272355319149 -0.139410790617021 -0.0390688222212766 -0.301206408085106 -0.171957349438298 -0.051628469647234 -0.0342347233914894 -0.300390927148936 -0.0035449232893617 -0.289969419042553 -0.20121432216383 -0.206872839212766 -0.553230667234043 -0.247598320858298 -0.202796129097872 -0.662894135319149 -0.230337514021277 -0.370854829787234 -0.328583308468085 -0.218524716912766 -0.235858986212766 -0.262763367170213 -0.34130162006383 0.171735785297872 -0.403822082765957 -0.235765046724681 -0.421428722680851 -0.135478697270213 -0.166866721574468 -0.361437534680851 0.0879049622851064 -0.153553147382979 -0.334365043829787 0.178734933145745 -0.265371689148936 -0.166969377765957 -0.194447276040426 -0.600582998297872 -0.67129056212766 0.158591030929787 0.110293662446809 -0.00753000246808511 -0.263603869021277 0.153637457706383 -0.792289522978723 0.121840871425532 0.00579155151340426
"LAYING" 11 0.280578947368421 -0.0176594736842105 -0.108791228070175 -0.984789473684211 -0.972228070175439 -0.971298245614035 -0.134894736842105 0.943105263157895 0.112575438596491 -0.979543859649123 -0.990771929824561 -0.984175438596491 0.0766666666666667 0.0122198947368421 0.00278036842105263 -0.985280701754386 -0.972736842105263 -0.982087719298246 -0.019169298245614 -0.0415531578947368 0.152026315789474 -0.980842105263158 -0.982526315789474 -0.959894736842105 -0.10229298245614 -0.0412421052631579 -0.0667263157894737 -0.981666666666667 -0.99080701754386 -0.986561403508772 -0.980701754385965 -0.972894736842105 -0.980701754385965 -0.972894736842105 -0.983368421052632 -0.976491228070175 -0.952526315789474 -0.954666666666667 -0.990631578947368 -0.984491228070175 -0.983824561403509 -0.971333333333333 -0.973614035087719 -0.985280701754386 -0.97359649122807 -0.971649122807018 -0.0637905263157895 0.251966666666667 0.226010701754386 -0.984912280701754 -0.973877192982456 -0.97959649122807 -0.987122807017544 -0.973473684210526 -0.983245614035088 0.178108403508772 0.00346666666666667 0.0299804385964912 -0.976228070175439 -0.982684210526316 -0.961421052631579 -0.982456140350877 -0.982684210526316 -0.963175438596491 0.00615771929824562 0.104936842105263 0.0963833333333333 -0.973982456140351 -0.976017543859649 0.33599298245614 -0.976947368421053 -0.975052631578947 0.295824561403509 -0.967070175438597 -0.954912280701754 0.0405936140350877 -0.986017543859649 -0.983543859649123 0.256066666666667 0.0027140350877193 0.00142280701754386 -0.0220119298245614 0.0530229824561403 0.345175438596491 -0.813087719298246 -0.0593477192982456
"SITTING" 11 0.276641509433962 -0.0149224528301887 -0.112769811320755 -0.982830188679245 -0.921415094339623 -0.968433962264151 0.871905660377359 0.213731886792453 0.188481132075472 -0.988094339622641 -0.949830188679245 -0.971679245283019 0.0761792452830189 -0.000231981132075472 0.00832633962264151 -0.980320754716981 -0.966754716981132 -0.983452830188679 -0.04 -0.0755283018867925 0.0761584905660377 -0.988150943396226 -0.982301886792453 -0.952849056603774 -0.0948641509433962 -0.0392815094339623 -0.0505403773584906 -0.990547169811321 -0.988584905660377 -0.981037735849057 -0.961962264150943 -0.944603773584906 -0.961962264150943 -0.944603773584906 -0.979415094339623 -0.974528301886792 -0.95188679245283 -0.959981132075472 -0.989471698113208 -0.986301886792453 -0.981471698113208 -0.934566037735849 -0.972849056603774 -0.983377358490566 -0.920075471698113 -0.967867924528302 -0.0503533962264151 0.0967979245283019 0.243520754716981 -0.980754716981132 -0.967528301886792 -0.981150943396226 -0.981641509433962 -0.968415094339623 -0.984377358490566 0.15337 -0.0805756603773585 0.0756547169811321 -0.985169811320755 -0.982622641509434 -0.954433962264151 -0.989188679245283 -0.982094339622641 -0.956830188679245 0.115691339622642 -0.102539245283019 -0.0459345283018868 -0.952981132075472 -0.948490566037736 0.198630566037736 -0.975245283018868 -0.972339622641509 0.192224339622642 -0.96977358490566 -0.960754716981132 -0.0399245283018868 -0.987264150943396 -0.985584905660377 0.159395471698113 -0.0117737735849057 -0.0105452830188679 -0.0038811320754717 -0.0254071698113208 -0.663490566037736 -0.0685962264150943 -0.112049056603774
